"Date & Time","use [kWh]","gen [kWh]","Outlet #1 [kWh]","Outlet #2 [kWh]","Outlet #3 [kWh]","Outlet #4 [kWh]","Solar Power [kWh]","Generator Power [kWh]","Grid Power [kWh]","DC Outlets [kWh]","Battery Voltage [Vs]","AC Voltage [Vs]","AC Frequency [Hzs]","out1ap [kWh]","out2ap [kWh]","out3ap [kWh]","out4ap [kWh]","Ap Grid [kWh]"
2014-07-30 00:00:00,43.405243333,1192.258482222,273.257037222,54.733385000,144.040900000,359.759921111,1192.258482222,15.531433889,27.873809444,-328.081736389,759510659360.999940000,5097261187777.000000000,3869867759921.000000000,272.159879722,52.980108333,143.192801944,358.982214444,28.445452222
2014-07-29 00:00:00,43.405254722,1187.748012778,273.254218333,54.722257222,144.038052500,359.757071667,1187.748012778,15.531445278,27.873809444,-327.058667222,757286658008.000010000,5086386044567.999800000,3859450456007.000200000,272.159692778,52.970778889,143.192766667,358.982210556,28.445330000
2014-07-28 00:00:00,43.405978889,1182.708451667,273.253879444,54.722223611,144.037765833,359.757063889,1182.708451667,15.532169444,27.873809444,-326.039274444,755099159881.999960000,5086255057409.999900000,3840162932093.999900000,272.159355556,52.970841389,143.192481111,358.982342500,28.446172222
2014-07-27 00:00:00,43.406571944,1180.139897500,273.252254444,54.714205833,144.036253889,359.755742222,1180.139897500,15.532762500,27.873809444,-325.064504167,752959772483.999960000,5081498609951.000200000,3822549057936.000200000,272.158919722,52.963405000,143.192237500,358.982540000,28.446742222
2014-07-26 00:00:00,43.407493333,1180.190087778,273.251545556,54.714203889,144.035900278,359.755741667,1180.190087778,15.533683889,27.873809444,-324.162736667,750851859713.000050000,5081364635404.999800000,3801113114591.000000000,272.158210833,52.963610556,143.191883889,358.982894444,28.447738333
2014-07-25 00:00:00,43.408406944,1180.233576667,273.250820556,54.714203056,144.035543611,359.755741667,1180.233576667,15.534597500,27.873809444,-323.257865000,748738107348.999970000,5081230734355.999800000,3779190167760.999700000,272.157485833,52.963817500,143.191527222,358.983240000,28.448726667
2014-07-24 00:00:00,43.408777778,1180.304993056,272.741659722,54.711542778,143.770982500,359.209726667,1180.304993056,15.534968333,27.873809444,-322.305668889,746619200975.000020000,5069558496995.999800000,3767868514666.000000000,271.650614167,52.965876944,142.927059722,358.438497778,28.447547500
2014-07-23 00:00:00,43.408371111,1180.406914722,271.814407222,54.707236667,143.322256944,358.409850556,1180.406914722,15.534561667,27.873809444,-321.281007500,744477421911.999940000,5049601508008.000200000,3763548141402.999700000,270.726384167,52.968979444,142.478372778,357.639244167,28.445418056
2014-07-22 00:00:00,43.407945278,1180.515235000,270.942313056,54.702859722,143.244867500,357.804782500,1180.515235000,15.534135833,27.873809444,-320.251738056,742308654572.999950000,5029634422166.000000000,3759227768105.999800000,269.857771944,52.971186111,142.403731944,357.036788611,28.443525556
2014-07-21 00:00:00,43.407509167,1180.372606944,270.002812500,54.699558333,143.240954444,357.800408333,1180.372606944,15.533699722,27.873809444,-319.210404167,740105391085.000030000,5014948913015.000200000,3751835902996.000000000,268.919864167,52.972558333,142.404138333,357.036778889,28.442152778
